id,en,cn
ReOs_rho_Re187Os187Os188Os187,Error correlations between the <sup>187</sup>Re/<sup>187</sup>Os and <sup>188</sup>Os/<sup>187</sup>Os-ratios (optional).,<sup>187</sup>Re/<sup>187</sup>Os和<sup>188</sup>Os/<sup>187</sup>Os误差相关性（可选择的）。
ReOs_err_Re187Os187,Analytical uncertainty of the <sup>187</sup>Re/<sup>187</sup>Os-ratios,<sup>187</sup>Re/<sup>187</sup>Os测量误差
ReOs_err_Os188Os187,Analytical uncertainty of the <sup>188</sup>Os/<sup>187</sup>Os-ratios,<sup>188</sup>Os/<sup>187</sup>Os测量误差
ReOs_Re187Os187,Measured <sup>188</sup>Re/<sup>187</sup>Os-ratios.,<sup>188</sup>Re/<sup>187</sup>Os测量值。
ReOs_Os188Os187,Measured <sup>188</sup>Os/<sup>187</sup>Os-ratios.,<sup>188</sup>Os/<sup>187</sup>Os测量值。
LuHf_rho_Lu6Hf6Hf7Hf6,Error correlations between the <sup>176</sup>Lu/<sup>176</sup>Hf and <sup>176</sup>Hf/<sup>176</sup>Hf-ratios (optional).,<sup>176</sup>Lu/<sup>176</sup>Hf 和<sup>176</sup>Hf/<sup>176</sup>Hf-ratios误差相关性（可选择的）。
LuHf_err_Lu176Hf176,Analytical uncertainty of the <sup>176</sup>Lu/<sup>176</sup>Hf-ratios.,<sup>176</sup>Lu/<sup>176</sup>Hf测量误差。
LuHf_err_Hf177Hf176,Analytical uncertainty of the <sup>177</sup>Hf/<sup>176</sup>Hf-ratios,<sup>177</sup>Hf/<sup>176</sup>Hf测量误差。
LuHf_Lu177Hf176,Measured <sup>177</sup>Lu/<sup>176</sup>Hf-ratios.,<sup>177</sup>Lu/<sup>176</sup>Hf测量值。
LuHf_Hf177Hf176,Measured <sup>177</sup>Hf/<sup>176</sup>Hf-ratios.,<sup>177</sup>Hf/<sup>176</sup>Hf测量值。
regression_omega,"the excess ('geological') dispersion of the y-intercept, i.e. the standard deviation of the assumedly Gaussian distribution that describes the inherited component.", 
input,Input:,输入格式:
discordance_filter_none,none,无 
ages,"The <span hidden class=""show4PbPb""> Pb-Pb </span> <span hidden class=""show4ArAr""> Ar-Ar </span> <span hidden class=""show4RbSr""> Rb-Sr </span> <span hidden class=""show4SmNd""> Sm-Nd </span> <span hidden class=""show4ReOs""> Re-Os </span> <span hidden class=""show4LuHf""> Lu-Hf </span> <span hidden class=""show4UThHe""> U-Th-He </span> <span hidden class=""show4fissiontracks""> fission track </span> <span hidden class=""show4ThU1 show4ThU2""> <sup>230</sup>Th-<sup>234</sup>U-<sup>238</sup>U</span> <span hidden class=""show4ThU3 show4ThU4""> <sup>230</sup>Th-<sup>238</sup>U</span>  ages.", 
age,age,
help_helioplot_models,Model:,模型：
detrital_correction_none,none,无 
